               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  68,               0.055,            0.015918,                   0,            0.007412,                   1,             0.90102,             0.39053,            0.033782,            0.022448,                   0,           0.0083418,           0.0083418,           0.0083418
                  69,            0.048973,            0.013547,                   0,            0.007412,                   1,             0.90102,             0.39053,            0.033782,            0.022448,                   0,            0.008317,            0.008317,            0.008317
                  70,            0.040706,            0.010447,                   0,           0.0073914,                   1,             0.90458,             0.48239,            0.035081,            0.022611,                   0,           0.0082922,           0.0082922,           0.0082922
                  71,            0.043259,             0.01222,                   0,           0.0073914,                   1,             0.90458,             0.48239,            0.035081,            0.022611,                   0,           0.0082675,           0.0082675,           0.0082675
                  72,            0.049111,            0.010741,                   0,           0.0074326,                   1,             0.90896,             0.48571,            0.034556,            0.022669,                   0,           0.0082428,           0.0082428,           0.0082428
                  73,            0.051164,            0.013594,                   0,           0.0074326,                   1,             0.90896,             0.48571,            0.034556,            0.022669,                   0,            0.008218,            0.008218,            0.008218
                  74,            0.049668,            0.014693,                   0,            0.076393,                   1,             0.92196,             0.40597,            0.032367,            0.022306,                   0,           0.0081932,           0.0081932,           0.0081932
                  75,            0.046628,            0.013769,                   0,            0.076393,                   1,             0.92196,             0.40597,            0.032367,            0.022306,                   0,           0.0081685,           0.0081685,           0.0081685
                  76,            0.044566,            0.012261,                   0,             0.21199,             0.91667,             0.63332,              0.1206,            0.035064,            0.021426,                   0,           0.0081437,           0.0081437,           0.0081437
                  77,            0.048112,            0.012751,                   0,             0.21199,             0.91667,             0.63332,              0.1206,            0.035064,            0.021426,                   0,            0.008119,            0.008119,            0.008119
                  78,            0.042123,            0.012911,                   0,            0.024338,                   1,             0.89657,             0.36934,              0.0294,            0.023014,                   0,           0.0080942,           0.0080942,           0.0080942
                  79,            0.045326,            0.014384,                   0,            0.024338,                   1,             0.89657,             0.36934,              0.0294,            0.023014,                   0,           0.0080695,           0.0080695,           0.0080695
                  80,            0.044693,            0.011187,                   0,             0.57141,               0.875,             0.87531,             0.42034,            0.023839,            0.023976,                   0,           0.0080447,           0.0080447,           0.0080447
                  81,            0.042277,           0.0098526,                   0,             0.57141,               0.875,             0.87531,             0.42034,            0.023839,            0.023976,                   0,             0.00802,             0.00802,             0.00802
                  82,            0.041665,            0.012284,                   0,             0.72683,               0.875,             0.92298,             0.55379,            0.027899,            0.022404,                   0,           0.0079953,           0.0079953,           0.0079953
                  83,            0.052625,            0.014172,                   0,             0.72683,               0.875,             0.92298,             0.55379,            0.027899,            0.022404,                   0,           0.0079705,           0.0079705,           0.0079705
                  84,            0.050129,            0.012966,                   0,             0.69386,             0.79167,             0.80934,              0.3812,            0.025183,            0.022738,                   0,           0.0079457,           0.0079457,           0.0079457
                  85,            0.046415,            0.012275,                   0,             0.69386,             0.79167,             0.80934,              0.3812,            0.025183,            0.022738,                   0,            0.007921,            0.007921,            0.007921
                  86,             0.03295,             0.01275,                   0,             0.84885,             0.79167,             0.86613,             0.50107,            0.025137,             0.02255,                   0,           0.0078963,           0.0078963,           0.0078963
                  87,            0.056791,            0.013167,                   0,             0.84885,             0.79167,             0.86613,             0.50107,            0.025137,             0.02255,                   0,           0.0078715,           0.0078715,           0.0078715
                  88,             0.03757,            0.015038,                   0,                   1,             0.71224,              0.9252,             0.58752,            0.025579,             0.02128,                   0,           0.0078467,           0.0078467,           0.0078467
                  89,            0.052409,            0.012664,                   0,                   1,             0.71224,              0.9252,             0.58752,            0.025579,             0.02128,                   0,            0.007822,            0.007822,            0.007822
                  90,             0.04796,             0.00809,                   0,             0.97478,             0.79167,             0.95426,              0.4895,            0.029068,            0.019622,                   0,           0.0077973,           0.0077973,           0.0077973
                  91,            0.045097,           0.0086068,                   0,             0.97478,             0.79167,             0.95426,              0.4895,            0.029068,            0.019622,                   0,           0.0077725,           0.0077725,           0.0077725
                  92,            0.040963,            0.011097,                   0,              0.8216,             0.70833,             0.78661,             0.27355,            0.028084,            0.019678,                   0,           0.0077478,           0.0077478,           0.0077478
                  93,            0.035589,           0.0086398,                   0,              0.8216,             0.70833,             0.78661,             0.27355,            0.028084,            0.019678,                   0,            0.007723,            0.007723,            0.007723
                  94,            0.041016,            0.010936,                   0,             0.96253,             0.79167,             0.93986,              0.2809,            0.034645,            0.018349,                   0,           0.0076983,           0.0076983,           0.0076983
                  95,             0.03399,           0.0085989,                   0,             0.96253,             0.79167,             0.93986,              0.2809,            0.034645,            0.018349,                   0,           0.0076735,           0.0076735,           0.0076735
                  96,            0.053829,             0.01337,                   0,             0.95001,             0.79167,             0.96262,             0.42513,            0.026647,             0.01922,                   0,           0.0076488,           0.0076488,           0.0076488
                  97,            0.043874,            0.010308,                   0,             0.95001,             0.79167,             0.96262,             0.42513,            0.026647,             0.01922,                   0,            0.007624,            0.007624,            0.007624
                  98,            0.050234,           0.0085887,                   0,             0.52383,             0.66667,              0.5596,             0.17985,            0.029195,            0.019342,                   0,           0.0075993,           0.0075993,           0.0075993
                  99,            0.052105,           0.0093677,                   0,             0.52383,             0.66667,              0.5596,             0.17985,            0.029195,            0.019342,                   0,           0.0075745,           0.0075745,           0.0075745
                 100,            0.042125,           0.0098459,                   0,                   1,             0.88491,              0.9934,             0.52831,            0.025173,            0.019895,                   0,           0.0075498,           0.0075498,           0.0075498
                 101,            0.032947,           0.0093882,                   0,                   1,             0.88491,              0.9934,             0.52831,            0.025173,            0.019895,                   0,            0.007525,            0.007525,            0.007525
                 102,            0.038507,           0.0096782,                   0,             0.94858,             0.91667,             0.98388,             0.34432,            0.025788,            0.019939,                   0,           0.0075003,           0.0075003,           0.0075003
                 103,            0.040199,            0.011045,                   0,             0.94858,             0.91667,             0.98388,             0.34432,            0.025788,            0.019939,                   0,           0.0074755,           0.0074755,           0.0074755
                 104,            0.052723,            0.010959,                   0,             0.85913,                   1,             0.97326,             0.50303,            0.024642,            0.019587,                   0,           0.0074507,           0.0074507,           0.0074507
                 105,            0.036885,            0.011638,                   0,             0.85913,                   1,             0.97326,             0.50303,            0.024642,            0.019587,                   0,            0.007426,            0.007426,            0.007426
                 106,            0.031971,           0.0097776,                   0,             0.66688,               0.875,             0.80247,              0.2266,            0.028265,            0.018975,                   0,           0.0074013,           0.0074013,           0.0074013
                 107,            0.038529,            0.010902,                   0,             0.66688,               0.875,             0.80247,              0.2266,            0.028265,            0.018975,                   0,           0.0073765,           0.0073765,           0.0073765
                 108,            0.047723,            0.010267,                   0,             0.82572,                   1,             0.98181,             0.44245,            0.022411,            0.019664,                   0,           0.0073517,           0.0073517,           0.0073517
                 109,            0.034473,            0.010756,                   0,             0.82572,                   1,             0.98181,             0.44245,            0.022411,            0.019664,                   0,            0.007327,            0.007327,            0.007327
                 110,              0.0426,           0.0080312,                   0,             0.92449,                   1,              0.9934,             0.48243,            0.022801,            0.019459,                   0,           0.0073023,           0.0073023,           0.0073023
                 111,            0.047049,            0.011626,                   0,             0.92449,                   1,              0.9934,             0.48243,            0.022801,            0.019459,                   0,           0.0072775,           0.0072775,           0.0072775
                 112,            0.042108,            0.011077,                   0,             0.82803,             0.91667,             0.92208,             0.36961,            0.025138,             0.01913,                   0,           0.0072527,           0.0072527,           0.0072527
                 113,            0.038115,            0.010399,                   0,             0.82803,             0.91667,             0.92208,             0.36961,            0.025138,             0.01913,                   0,            0.007228,            0.007228,            0.007228
                 114,            0.041095,             0.01077,                   0,             0.89344,             0.95833,             0.99056,             0.58769,            0.021337,             0.01943,                   0,           0.0072033,           0.0072033,           0.0072033
                 115,            0.038308,            0.011607,                   0,             0.89344,             0.95833,             0.99056,             0.58769,            0.021337,             0.01943,                   0,           0.0071785,           0.0071785,           0.0071785
                 116,            0.036674,            0.011254,                   0,             0.89696,             0.91667,             0.92168,             0.49378,            0.022057,            0.019026,                   0,           0.0071538,           0.0071538,           0.0071538
                 117,            0.037367,            0.010365,                   0,             0.89696,             0.91667,             0.92168,             0.49378,            0.022057,            0.019026,                   0,            0.007129,            0.007129,            0.007129
                 118,            0.038071,           0.0099754,                   0,             0.95955,             0.98879,              0.9934,              0.5232,            0.018787,            0.019414,                   0,           0.0071042,           0.0071042,           0.0071042
                 119,            0.032901,           0.0097827,                   0,             0.95955,             0.98879,              0.9934,              0.5232,            0.018787,            0.019414,                   0,           0.0070795,           0.0070795,           0.0070795
                 120,             0.04039,            0.011127,                   0,             0.91788,             0.93183,             0.97059,             0.43235,            0.028042,            0.017365,                   0,           0.0070547,           0.0070547,           0.0070547
                 121,            0.038883,           0.0082685,                   0,             0.91788,             0.93183,             0.97059,             0.43235,            0.028042,            0.017365,                   0,             0.00703,             0.00703,             0.00703
                 122,            0.036003,            0.012459,                   0,              0.9951,                   1,               0.995,             0.45714,            0.025788,            0.017299,                   0,           0.0070053,           0.0070053,           0.0070053
                 123,             0.04163,           0.0098942,                   0,              0.9951,                   1,               0.995,             0.45714,            0.025788,            0.017299,                   0,           0.0069805,           0.0069805,           0.0069805
                 124,            0.038873,           0.0098111,                   0,             0.80442,             0.85728,              0.8104,             0.23117,            0.030358,            0.016412,                   0,           0.0069558,           0.0069558,           0.0069558
                 125,            0.045771,           0.0098219,                   0,             0.80442,             0.85728,              0.8104,             0.23117,            0.030358,            0.016412,                   0,            0.006931,            0.006931,            0.006931
                 126,             0.03907,           0.0092991,                   0,                   1,             0.99707,               0.995,             0.56945,            0.020408,            0.017655,                   0,           0.0069063,           0.0069063,           0.0069063
                 127,            0.038669,           0.0085224,                   0,                   1,             0.99707,               0.995,             0.56945,            0.020408,            0.017655,                   0,           0.0068815,           0.0068815,           0.0068815
                 128,            0.036623,           0.0083819,                   0,                   1,             0.99152,               0.995,             0.62012,            0.019076,            0.017693,                   0,           0.0068568,           0.0068568,           0.0068568
                 129,            0.031585,           0.0083271,                   0,                   1,             0.99152,               0.995,             0.62012,            0.019076,            0.017693,                   0,            0.006832,            0.006832,            0.006832
                 130,            0.030514,           0.0088071,                   0,                   1,             0.98525,               0.995,             0.60502,               0.019,            0.017444,                   0,           0.0068073,           0.0068073,           0.0068073
                 131,            0.028388,           0.0089537,                   0,                   1,             0.98525,               0.995,             0.60502,               0.019,            0.017444,                   0,           0.0067825,           0.0067825,           0.0067825
                 132,            0.030101,           0.0073541,                   0,             0.97795,             0.95833,             0.99192,             0.48159,            0.025626,              0.0166,                   0,           0.0067577,           0.0067577,           0.0067577
                 133,            0.048984,           0.0086879,                   0,             0.97795,             0.95833,             0.99192,             0.48159,            0.025626,              0.0166,                   0,            0.006733,            0.006733,            0.006733
                 134,            0.036276,           0.0076597,                   0,                   1,             0.99153,               0.995,             0.47168,            0.020087,            0.017122,                   0,           0.0067082,           0.0067082,           0.0067082
                 135,            0.029442,            0.007332,                   0,                   1,             0.99153,               0.995,             0.47168,            0.020087,            0.017122,                   0,           0.0066835,           0.0066835,           0.0066835
                 136,            0.032103,           0.0081934,                   0,                   1,             0.98504,               0.995,             0.55127,            0.021669,            0.016859,                   0,           0.0066587,           0.0066587,           0.0066587
                 137,            0.039627,            0.011477,                   0,                   1,             0.98504,               0.995,             0.55127,            0.021669,            0.016859,                   0,            0.006634,            0.006634,            0.006634
                 138,             0.03359,           0.0092736,                   0,                   1,             0.99992,               0.995,             0.43654,            0.023891,            0.016111,                   0,           0.0066092,           0.0066092,           0.0066092
                 139,            0.036789,           0.0092176,                   0,                   1,             0.99992,               0.995,             0.43654,            0.023891,            0.016111,                   0,           0.0065845,           0.0065845,           0.0065845
                 140,            0.028517,           0.0094746,                   0,             0.99668,                   1,               0.995,             0.52178,            0.023534,            0.016051,                   0,           0.0065598,           0.0065598,           0.0065598
                 141,             0.03823,           0.0080584,                   0,             0.99668,                   1,               0.995,             0.52178,            0.023534,            0.016051,                   0,            0.006535,            0.006535,            0.006535
                 142,            0.035737,            0.010205,                   0,             0.99401,                   1,               0.995,             0.56934,            0.020992,            0.015837,                   0,           0.0065102,           0.0065102,           0.0065102
                 143,            0.031329,           0.0099153,                   0,             0.99401,                   1,               0.995,             0.56934,            0.020992,            0.015837,                   0,           0.0064855,           0.0064855,           0.0064855
                 144,            0.034831,           0.0077403,                   0,             0.86598,               0.875,             0.79919,             0.32617,            0.029055,            0.014824,                   0,           0.0064608,           0.0064608,           0.0064608
                 145,            0.040775,           0.0080055,                   0,             0.86598,               0.875,             0.79919,             0.32617,            0.029055,            0.014824,                   0,            0.006436,            0.006436,            0.006436
                 146,            0.035325,           0.0084575,                   0,             0.99077,                   1,               0.995,             0.40792,            0.023601,            0.015307,                   0,           0.0064112,           0.0064112,           0.0064112
                 147,             0.04035,           0.0065733,                   0,             0.99077,                   1,               0.995,             0.40792,            0.023601,            0.015307,                   0,           0.0063865,           0.0063865,           0.0063865
                 148,            0.043287,           0.0088065,                   0,             0.95061,                   1,              0.9734,             0.59376,            0.021076,            0.015372,                   0,           0.0063618,           0.0063618,           0.0063618
                 149,            0.026552,           0.0096289,                   0,             0.95061,                   1,              0.9734,             0.59376,            0.021076,            0.015372,                   0,            0.006337,            0.006337,            0.006337
                 150,            0.036904,            0.010942,                   0,              0.8781,                   1,             0.95311,             0.53745,            0.022232,            0.015158,                   0,           0.0063122,           0.0063122,           0.0063122
                 151,            0.035842,           0.0079911,                   0,              0.8781,                   1,             0.95311,             0.53745,            0.022232,            0.015158,                   0,           0.0062875,           0.0062875,           0.0062875
                 152,            0.034264,           0.0076201,                   0,             0.99112,                   1,               0.995,             0.62225,            0.019638,            0.015177,                   0,           0.0062628,           0.0062628,           0.0062628
                 153,            0.030808,           0.0084728,                   0,             0.99112,                   1,               0.995,             0.62225,            0.019638,            0.015177,                   0,            0.006238,            0.006238,            0.006238
                 154,            0.033574,           0.0086634,                   0,              0.9937,                   1,               0.995,             0.58785,            0.021007,            0.014756,                   0,           0.0062132,           0.0062132,           0.0062132
                 155,            0.033109,           0.0075261,                   0,              0.9937,                   1,               0.995,             0.58785,            0.021007,            0.014756,                   0,           0.0061885,           0.0061885,           0.0061885
                 156,            0.027734,           0.0067967,                   0,             0.99456,                   1,               0.995,             0.60146,            0.019781,             0.01473,                   0,           0.0061637,           0.0061637,           0.0061637
                 157,             0.02879,           0.0089196,                   0,             0.99456,                   1,               0.995,             0.60146,            0.019781,             0.01473,                   0,            0.006139,            0.006139,            0.006139
                 158,            0.026214,           0.0093726,                   0,             0.99534,                   1,               0.995,             0.65229,             0.02147,            0.014463,                   0,           0.0061142,           0.0061142,           0.0061142
                 159,            0.027317,           0.0049818,                   0,             0.99534,                   1,               0.995,             0.65229,             0.02147,            0.014463,                   0,           0.0060895,           0.0060895,           0.0060895
                 160,            0.035475,           0.0087383,                   0,             0.91876,                   1,             0.93423,             0.48095,            0.025431,            0.014311,                   0,           0.0060647,           0.0060647,           0.0060647
                 161,            0.038291,            0.010023,                   0,             0.91876,                   1,             0.93423,             0.48095,            0.025431,            0.014311,                   0,             0.00604,             0.00604,             0.00604
                 162,            0.037016,           0.0096771,                   0,             0.91879,                   1,              0.9934,             0.43673,            0.020668,            0.014438,                   0,           0.0060152,           0.0060152,           0.0060152
                 163,            0.035222,           0.0075947,                   0,             0.91879,                   1,              0.9934,             0.43673,            0.020668,            0.014438,                   0,           0.0059905,           0.0059905,           0.0059905
                 164,            0.032786,           0.0068553,                   0,             0.99552,                   1,               0.995,             0.62966,            0.019959,            0.014376,                   0,           0.0059658,           0.0059658,           0.0059658
                 165,            0.022109,           0.0083064,                   0,             0.99552,                   1,               0.995,             0.62966,            0.019959,            0.014376,                   0,            0.005941,            0.005941,            0.005941
                 166,            0.029544,           0.0093175,                   0,             0.91779,                   1,             0.98859,             0.46707,            0.019724,            0.014251,                   0,           0.0059163,           0.0059163,           0.0059163
                 167,            0.029676,           0.0077329,                   0,             0.91779,                   1,             0.98859,             0.46707,            0.019724,            0.014251,                   0,           0.0058915,           0.0058915,           0.0058915
                 168,             0.02553,           0.0076544,                   0,             0.96424,                   1,               0.995,             0.43402,            0.023681,            0.014022,                   0,           0.0058668,           0.0058668,           0.0058668
                 169,            0.029394,           0.0076723,                   0,             0.96424,                   1,               0.995,             0.43402,            0.023681,            0.014022,                   0,            0.005842,            0.005842,            0.005842
                 170,            0.029435,           0.0070164,                   0,             0.99566,                   1,               0.995,             0.62793,             0.01847,            0.013915,                   0,           0.0058173,           0.0058173,           0.0058173
                 171,            0.024601,           0.0078624,                   0,             0.99566,                   1,               0.995,             0.62793,             0.01847,            0.013915,                   0,           0.0057925,           0.0057925,           0.0057925
                 172,            0.030105,           0.0098236,                   0,             0.99547,                   1,               0.995,             0.51265,            0.021546,            0.013806,                   0,           0.0057678,           0.0057678,           0.0057678
                 173,            0.034836,           0.0083959,                   0,             0.99547,                   1,               0.995,             0.51265,            0.021546,            0.013806,                   0,            0.005743,            0.005743,            0.005743
                 174,            0.026076,           0.0064184,                   0,             0.99353,                   1,               0.995,             0.52916,            0.022063,             0.01355,                   0,           0.0057183,           0.0057183,           0.0057183
